timestamp,iteration,metric_name,metric_value,best_metric,delta_from_prev,delta_from_best
1766177557.0648417,37,combined_score,0.965341663416289,0.9745107208537374,0.965341663416289,-0.009169057437448336
1766177599.5857053,41,combined_score,0.0,0.9745107208537374,-0.965341663416289,-0.9745107208537374
1766177600.5170245,40,combined_score,0.9444179808994632,0.9745107208537374,0.9444179808994632,-0.030092739954274195
1766177650.641861,39,combined_score,0.0,0.9745107208537374,-0.9444179808994632,-0.9745107208537374
1766177668.1801667,34,combined_score,0.0,0.9745107208537374,0.0,-0.9745107208537374
1766177723.8193595,43,combined_score,0.0,0.9745107208537374,0.0,-0.9745107208537374
1766177763.903738,44,combined_score,0.0,0.9745107208537374,0.0,-0.9745107208537374
1766177789.953275,42,combined_score,0.9761282557439995,0.9761282557439995,0.9761282557439995,0.0016175348902621733
1766177886.8300216,48,combined_score,0.9356603615861108,0.9761282557439995,-0.04046789415788876,-0.04046789415788876
1766178037.7582686,49,combined_score,0.9463492857985097,0.9761282557439995,0.010688924212398976,-0.029778969945489786
1766178107.6010864,45,combined_score,0.0,0.9761282557439995,-0.9463492857985097,-0.9761282557439995
1766178138.1095872,46,combined_score,0.0,0.9761282557439995,0.0,-0.9761282557439995
1766178145.8032196,50,combined_score,0.9443062692362861,0.9761282557439995,0.9443062692362861,-0.031821986507713396
1766178181.8118417,47,combined_score,0.0,0.9761282557439995,-0.9443062692362861,-0.9761282557439995
1766178271.7529035,54,combined_score,0.938122941013674,0.9761282557439995,0.938122941013674,-0.038005314730325535
1766178277.7844653,53,combined_score,0.0,0.9761282557439995,-0.938122941013674,-0.9761282557439995
1766178285.7603137,51,combined_score,0.980667088240707,0.980667088240707,0.980667088240707,0.004538832496707501
1766178316.2737489,52,combined_score,0.979219603433404,0.980667088240707,-0.0014474848073030566,-0.0014474848073030566
1766178462.6158533,58,combined_score,0.9446788225494379,0.980667088240707,-0.03454078088396606,-0.03598826569126912
1766178533.7117639,57,combined_score,0.0,0.980667088240707,-0.9446788225494379,-0.980667088240707
1766178705.0988839,60,combined_score,0.9590529684916645,0.980667088240707,0.9590529684916645,-0.021614119749042482
1766178729.9962065,55,combined_score,0.0,0.980667088240707,-0.9590529684916645,-0.980667088240707
1766178744.112884,56,combined_score,0.0,0.980667088240707,0.0,-0.980667088240707
1766178761.0615902,59,combined_score,0.0,0.980667088240707,0.0,-0.980667088240707
1766178807.5544696,63,combined_score,0.9104365538099884,0.980667088240707,0.9104365538099884,-0.07023053443071858
1766178841.1669967,64,combined_score,0.9414374655488404,0.980667088240707,0.031000911738852,-0.039229622691866584
1766178847.401945,61,combined_score,0.9610311171788114,0.980667088240707,0.019593651629970954,-0.01963597106189563
1766178924.9570026,66,combined_score,0.9143095568015546,0.980667088240707,-0.04672156037725683,-0.06635753143915246
1766178955.6466358,62,combined_score,0.9605009564250336,0.980667088240707,0.04619139962347907,-0.020166131815673394
1766178973.4035368,67,combined_score,0.9408765683851565,0.980667088240707,-0.019624388039877094,-0.03979051985555049
1766179033.2104921,65,combined_score,0.0,0.980667088240707,-0.9408765683851565,-0.980667088240707
1766179070.5140843,71,combined_score,0.0,0.980667088240707,0.0,-0.980667088240707
1766179151.8970206,70,combined_score,0.0,0.980667088240707,0.0,-0.980667088240707
1766179188.9590435,69,combined_score,0.0,0.980667088240707,0.0,-0.980667088240707
1766179366.217102,74,combined_score,0.0,0.980667088240707,0.0,-0.980667088240707
1766179384.4052315,68,combined_score,0.0,0.980667088240707,0.0,-0.980667088240707
1766179511.8065562,76,combined_score,0.9564982899791583,0.980667088240707,0.9564982899791583,-0.02416879826154872
1766179534.4643986,72,combined_score,0.0,0.980667088240707,-0.9564982899791583,-0.980667088240707
1766179588.0840478,73,combined_score,0.0,0.980667088240707,0.0,-0.980667088240707
1766179669.835085,79,combined_score,0.9510685954747811,0.980667088240707,0.9510685954747811,-0.029598492765925966
1766179702.3483965,77,combined_score,0.0,0.980667088240707,-0.9510685954747811,-0.980667088240707
1766179704.6418688,78,combined_score,0.0,0.980667088240707,0.0,-0.980667088240707
1766179829.8956535,82,combined_score,0.0,0.980667088240707,0.0,-0.980667088240707
1766179831.494394,75,combined_score,0.0,0.980667088240707,0.0,-0.980667088240707
1766179912.9611707,81,combined_score,0.9753534208262101,0.980667088240707,0.9753534208262101,-0.005313667414496903
1766179962.4296527,84,combined_score,0.0,0.980667088240707,-0.9753534208262101,-0.980667088240707
1766179978.5210276,83,combined_score,0.9701478124824893,0.980667088240707,0.9701478124824893,-0.010519275758217761
1766180119.0467505,87,combined_score,0.9780121945166811,0.980667088240707,0.00786438203419182,-0.002654893724025942
1766180154.2525747,80,combined_score,0.0,0.980667088240707,-0.9780121945166811,-0.980667088240707
1766180187.860895,86,combined_score,0.9698738371922594,0.980667088240707,0.9698738371922594,-0.010793251048447638
1766180277.5228908,88,combined_score,0.0,0.980667088240707,-0.9698738371922594,-0.980667088240707
1766180279.173776,89,combined_score,0.0,0.980667088240707,0.0,-0.980667088240707
1766180332.375936,85,combined_score,0.0,0.980667088240707,0.0,-0.980667088240707
1766180335.9915528,90,combined_score,0.9300146896222218,0.980667088240707,0.9300146896222218,-0.05065239861848525
1766180437.6798582,91,combined_score,0.0,0.980667088240707,-0.9300146896222218,-0.980667088240707
1766180462.464781,92,combined_score,0.9769330717153966,0.980667088240707,0.9769330717153966,-0.0037340165253104685
1766180608.0953119,93,combined_score,0.0,0.980667088240707,-0.9769330717153966,-0.980667088240707
1766180612.756528,96,combined_score,0.0,0.980667088240707,0.0,-0.980667088240707
1766180761.4424,94,combined_score,0.0,0.980667088240707,0.0,-0.980667088240707
1766180797.3356276,97,combined_score,0.9665313909686614,0.980667088240707,0.9665313909686614,-0.014135697272045666
1766180843.0330434,100,combined_score,0.0,0.980667088240707,-0.9665313909686614,-0.980667088240707
1766180914.0507212,95,combined_score,0.0,0.980667088240707,0.0,-0.980667088240707
1766180955.3865027,98,combined_score,0.0,0.980667088240707,0.0,-0.980667088240707
1766181183.082439,99,combined_score,0.0,0.980667088240707,0.0,-0.980667088240707
